Apartment_id,Posted On,BHK,Rent,Size,Floor,Area Type,Area Locality,City,Furnishing Status,Tenant Preferred,Bathroom,Point of Contact
2593,09-07-2022,1,14000,446,2 out of 4,Super Area,"Amar Colony, Lajpat Nagar",Delhi,Unfurnished,Bachelors/Family,1,Contact Owner
2594,14-05-2022,3,32000,1100,4 out of 5,Super Area,"Gagan Vihar, Krishna Nagar",Delhi,Semi-Furnished,Bachelors/Family,2,Contact Owner
2595,10-05-2022,1,4000,125,1 out of 2,Super Area,Sangam Vihar,Delhi,Unfurnished,Bachelors/Family,1,Contact Owner
2596,10-05-2022,3,100000,1800,3 out of 5,Super Area,Gautam Nagar,Delhi,Furnished,Bachelors/Family,3,Contact Owner
2597,16-06-2022,3,20000,1300,1 out of 4,Super Area,Chhattarpur,Delhi,Unfurnished,Bachelors/Family,2,Contact Agent
2598,20-06-2022,3,30000,2000,7 out of 10,Super Area,"Ashoka Enclave Apartment, Dwarka Sector 11",Delhi,Semi-Furnished,Family,2,Contact Owner
2599,14-06-2022,2,150000,1200,2 out of 3,Carpet Area,Greater Kailash 1,Delhi,Furnished,Bachelors,2,Contact Owner
2600,30-06-2022,3,19500,125,1 out of 4,Super Area,Uttam Nagar,Delhi,Unfurnished,Bachelors,2,Contact Owner
2601,24-05-2022,2,18000,730,2 out of 3,Carpet Area,"Arjun Nagar, Safdarjung Enclave",Delhi,Unfurnished,Bachelors/Family,2,Contact Agent
2602,07-05-2022,2,25000,160,3 out of 3,Carpet Area,Dr Mukherjee Nagar West,Delhi,Semi-Furnished,Bachelors/Family,2,Contact Owner
2603,05-05-2022,2,18000,1000,Ground out of 2,Super Area,Janakpuri Block B1,Delhi,Unfurnished,Bachelors/Family,2,Contact Owner
2604,05-05-2022,1,10000,450,1 out of 5,Super Area,Paschim Vihar,Delhi,Furnished,Bachelors/Family,1,Contact Owner
2605,05-05-2022,2,12000,75,2 out of 4,Super Area,Mehrauli,Delhi,Furnished,Bachelors/Family,2,Contact Owner
2606,18-06-2022,3,25000,2000,1 out of 3,Super Area,"Karkardooma, Anand Vihar",Delhi,Semi-Furnished,Bachelors,3,Contact Agent
2607,18-06-2022,4,40000,2400,4 out of 4,Super Area,Preet Vihar,Delhi,Unfurnished,Bachelors,3,Contact Agent
2608,18-06-2022,2,30000,1800,Ground out of 2,Super Area,"Karkardooma, Anand Vihar",Delhi,Semi-Furnished,Bachelors,2,Contact Agent
2609,18-06-2022,3,29000,1800,Ground out of 3,Super Area,Mausam Vihar,Delhi,Unfurnished,Family,3,Contact Agent
2610,18-06-2022,3,35000,2200,2 out of 4,Super Area,"Nirman Vihar, Preet Vihar",Delhi,Unfurnished,Bachelors/Family,3,Contact Agent
2611,18-06-2022,3,21000,2200,Ground out of 2,Carpet Area,Vivek Vihar,Delhi,Semi-Furnished,Bachelors/Family,2,Contact Agent
2612,18-06-2022,3,31000,900,3 out of 4,Carpet Area,Surajmal Vihar,Delhi,Semi-Furnished,Bachelors/Family,2,Contact Agent
2613,05-05-2022,2,8000,75,2 out of 4,Super Area,Chhattarpur,Delhi,Unfurnished,Bachelors/Family,1,Contact Owner
2614,05-05-2022,2,15500,,2 out of 4,Super Area,Saket,Delhi,Semi-Furnished,Bachelors/Family,2,Contact Owner
2615,18-06-2022,3,32000,1800,3 out of 4,Carpet Area,"Gagan Vihar, Krishna Nagar",Delhi,Semi-Furnished,Bachelors/Family,3,Contact Agent
2616,18-06-2022,3,30000,160,2 out of 4,Carpet Area,Surajmal Vihar,Delhi,Semi-Furnished,Bachelors/Family,3,Contact Agent
2617,04-07-2022,4,42000,2700,2 out of 4,Carpet Area,"Pushpanjali, Anand Vihar",Delhi,Semi-Furnished,Bachelors,4,Contact Agent
2618,23-05-2022,3,20500,1050,3 out of 4,Carpet Area,Laxmi Nagar,Delhi,Furnished,Bachelors/Family,2,Contact Agent
2619,09-05-2022,3,60000,1800,2 out of 3,Super Area,Sarvodaya Enclave,Delhi,Furnished,Bachelors/Family,3,Contact Owner
2620,23-05-2022,2,95000,2700,1 out of 3,Super Area,Greater Kailash 2,Delhi,Furnished,Bachelors/Family,2,Contact Agent
2621,14-05-2022,1,16000,499,2 out of 3,Carpet Area,Chittaranjan Park Block K,Delhi,Semi-Furnished,Family,1,Contact Owner
2622,17-05-2022,1,8500,450,3 out of 4,Carpet Area,Sarita Vihar Pocket M,Delhi,Unfurnished,Bachelors,1,Contact Agent
2623,05-05-2022,1,14000,60,3 out of 4,Super Area,"Paryavaran Complex, Sainik Farm",Delhi,Unfurnished,Bachelors/Family,1,Contact Owner
2624,11-05-2022,3,140000,2200,Ground out of 3,Super Area,Defence Colony,Delhi,Unfurnished,Bachelors/Family,3,Contact Agent
2625,29-04-2022,2,8000,130,Ground out of 3,Super Area,Raj Nagar 2,Delhi,Unfurnished,Bachelors/Family,1,Contact Owner
2626,29-04-2022,3,12500,650,3 out of 4,Super Area,Chirag Delhi,Delhi,Semi-Furnished,Bachelors/Family,1,Contact Owner
2627,29-04-2022,2,14000,100,3 out of 4,Super Area,Janakpuri,Delhi,Unfurnished,Bachelors/Family,1,Contact Owner
2628,29-04-2022,2,6000,45,2 out of 3,Super Area,"Devli, Sangam Vihar",Delhi,Unfurnished,Bachelors/Family,1,Contact Owner
2629,29-04-2022,2,10000,600,2 out of 3,Super Area,Trilokpuri,Delhi,Unfurnished,Bachelors/Family,2,Contact Owner
2630,10-05-2022,3,15000,800,Ground out of 4,Super Area,Kadipur,Delhi,Unfurnished,Bachelors/Family,1,Contact Owner
2631,08-06-2022,3,8000,1500,1 out of 1,Carpet Area,Cherlopalli TIRUPATI,Delhi,Unfurnished,Bachelors/Family,3,Contact Owner
2632,07-07-2022,1,10000,30,1 out of 5,Super Area,Mahipalpur,Delhi,Furnished,Bachelors/Family,1,Contact Owner
2633,12-05-2022,1,8500,55,Ground out of 3,Super Area,Gharoli,Delhi,Unfurnished,Bachelors/Family,1,Contact Owner
2634,09-06-2022,2,25000,900,Ground out of 3,Carpet Area,"Nirman Vihar, Preet Vihar",Delhi,Semi-Furnished,Bachelors/Family,2,Contact Owner
2635,22-06-2022,2,13000,1000,1 out of 2,Carpet Area,Bhajanpura,Delhi,Unfurnished,Bachelors/Family,1,Contact Owner
2636,27-05-2022,1,6000,360,1 out of 2,Super Area,Ghitorni,Delhi,Semi-Furnished,Bachelors/Family,1,Contact Owner
2637,06-05-2022,1,7000,450,1 out of 4,,"Mohan Garden, Razapur Khurd",Delhi,Furnished,Bachelors/Family,1,Contact Owner
2638,05-05-2022,2,22000,900,4 out of 5,Super Area,"Gangaram Vatika, Vishnu Garden",Delhi,Semi-Furnished,Bachelors/Family,2,Contact Owner
2639,29-04-2022,2,40000,1100,2 out of 4,Super Area,"Kailash Colony, Greater Kailash",Delhi,Furnished,Bachelors/Family,2,Contact Owner
2640,05-05-2022,2,22000,,Ground out of 2,Super Area,Rohini Sector 7,Delhi,Furnished,Bachelors/Family,2,Contact Owner
2641,29-04-2022,1,4500,400,1 out of 2,Super Area,Sagar Pur,Delhi,Unfurnished,Bachelors/Family,1,Contact Owner
2642,29-04-2022,3,15000,950,Ground out of 3,Super Area,Rohini Sector 4,Delhi,Unfurnished,Bachelors/Family,2,Contact Owner
2643,30-06-2022,3,130000,3000,1 out of 5,Super Area,Defence Colony,Delhi,Semi-Furnished,Bachelors/Family,4,Contact Agent
2644,18-06-2022,2,23000,950,3 out of 3,Carpet Area,Ber Sarai,Delhi,Unfurnished,Bachelors/Family,2,Contact Agent
2645,27-05-2022,3,45000,1100,1 out of 4,Super Area,Chittaranjan Park,Delhi,Semi-Furnished,Bachelors/Family,3,Contact Agent
2646,29-05-2022,1,15000,497,3 out of 4,Carpet Area,Lajpat Nagar 4,Delhi,Unfurnished,Bachelors/Family,1,Contact Agent
2647,29-04-2022,3,13000,,3 out of 4,Super Area,"Viswas Park, Matiala",Delhi,Semi-Furnished,Bachelors/Family,2,Contact Owner
2648,05-05-2022,2,10000,70,1 out of 4,Super Area,Shakarpur,Delhi,Semi-Furnished,Bachelors/Family,2,Contact Owner
2649,05-05-2022,2,10000,55,2 out of 4,Super Area,Dwarka Sector 8,Delhi,Unfurnished,Bachelors/Family,2,Contact Owner
2650,05-05-2022,1,6500,300,4 out of 5,Super Area,East Of Kailash,Delhi,Unfurnished,Bachelors/Family,1,Contact Owner
2651,29-06-2022,1,7000,400,2 out of 4,Carpet Area,Mandawali,Delhi,Unfurnished,Bachelors,1,Contact Owner
2652,05-05-2022,2,7000,500,2 out of 4,Super Area,Badarpur,Delhi,Semi-Furnished,Bachelors/Family,2,Contact Owner
2653,08-06-2022,4,17401,650,4 out of 4,Super Area,Patel Nagar West,Delhi,Furnished,Bachelors/Family,2,Contact Owner
2654,18-05-2022,1,5500,630,Ground out of 2,Super Area,Uttam Nagar,Delhi,Furnished,Bachelors/Family,1,Contact Owner
2655,29-04-2022,1,20000,450,1 out of 3,Super Area,DS 19,Delhi,Unfurnished,Family,1,Contact Owner
2656,29-04-2022,2,7000,500,1 out of 2,Super Area,Mahipalpur,Delhi,Semi-Furnished,Bachelors/Family,1,Contact Owner
2657,22-05-2022,5,190000,200,2 out of 2,Carpet Area,"Safdarjung Development Area, Hauz Khas",Delhi,Unfurnished,Bachelors,5,Contact Agent
2658,29-04-2022,2,13000,95,1 out of 4,Super Area,Shahdara,Delhi,Semi-Furnished,Bachelors/Family,1,Contact Owner
2659,02-07-2022,4,60000,272,Ground out of 4,Carpet Area,Model Town,Delhi,Furnished,Bachelors,3,Contact Agent
2660,27-05-2022,2,17000,800,2 out of 4,Carpet Area,Rohini Sector 24,Delhi,Unfurnished,Bachelors/Family,2,Contact Agent
2661,27-05-2022,2,16000,50,2 out of 4,Super Area,"Nirankari Colony, Mukherjee Nagar",Delhi,Unfurnished,Bachelors/Family,2,Contact Owner
2662,05-07-2022,1,9500,400,2 out of 4,Super Area,"Maidan Garhi, Chhattarpur",Delhi,Furnished,Bachelors/Family,1,Contact Owner
2663,29-04-2022,1,5000,,Ground out of 3,Super Area,Vikash Nagar,Delhi,Unfurnished,Bachelors/Family,1,Contact Owner
2664,18-06-2022,3,27000,1800,2 out of 4,Carpet Area,"Jagriti Enclave, Anand Vihar",Delhi,Semi-Furnished,Bachelors/Family,3,Contact Agent
2665,18-06-2022,3,29000,1800,2 out of 4,Carpet Area,"Saini Enclave, Anand Vihar",Delhi,Semi-Furnished,Bachelors/Family,3,Contact Agent
2666,18-06-2022,3,29000,2000,1 out of 4,Carpet Area,Vivek Vihar Phase 1,Delhi,Semi-Furnished,Bachelors/Family,3,Contact Agent
2667,26-05-2022,4,37000,2700,2 out of 3,Carpet Area,"AGCR Enclave, Anand Vihar",Delhi,Semi-Furnished,Bachelors/Family,4,Contact Agent
2668,04-07-2022,4,36000,2700,2 out of 3,Carpet Area,"AGCR Enclave, Anand Vihar",Delhi,Semi-Furnished,,3,Contact Agent
2669,26-05-2022,3,35000,1800,4 out of 4,Carpet Area,Surajmal Vihar,Delhi,Semi-Furnished,Bachelors,3,Contact Agent
2670,26-05-2022,4,42000,2700,2 out of 4,Carpet Area,"Pushpanjali, Anand Vihar",Delhi,Semi-Furnished,Bachelors,4,Contact Agent
2671,26-05-2022,3,37000,1800,1 out of 4,Carpet Area,Preet Vihar,Delhi,Semi-Furnished,Bachelors/Family,3,Contact Agent
2672,04-07-2022,3,30000,1800,2 out of 3,Carpet Area,Surajmal Vihar,Delhi,Semi-Furnished,Bachelors/Family,3,Contact Agent
2673,08-05-2022,3,20000,1200,2 out of 3,Super Area,Ghitorni,Delhi,Semi-Furnished,Bachelors/Family,2,Contact Owner
2674,17-06-2022,1,8500,600,1 out of 4,Carpet Area,Chattarpur Extension,Delhi,Semi-Furnished,Bachelors,1,Contact Owner
2675,14-05-2022,1,11000,350,2 out of 5,Super Area,Sheikh Sarai,Delhi,Furnished,Bachelors/Family,1,Contact Owner
2676,18-06-2022,2,14000,100,2 out of 4,Super Area,Dwarka,Delhi,Semi-Furnished,Bachelors/Family,2,Contact Owner
2677,14-05-2022,3,55000,1800,1 out of 3,Carpet Area,Malviya Nagar,Delhi,Unfurnished,Bachelors/Family,3,Contact Agent
2678,18-06-2022,2,25000,900,3 out of 4,Carpet Area,"Jagriti Enclave, Anand Vihar",Delhi,Semi-Furnished,Bachelors,2,Contact Agent
2679,23-05-2022,3,20500,1150,3 out of 4,Carpet Area,Laxmi Nagar,Delhi,Unfurnished,Bachelors/Family,2,Contact Agent
2680,31-05-2022,4,28000,1400,2 out of 4,Carpet Area,Rohini Sector 24,Delhi,Semi-Furnished,Bachelors/Family,2,Contact Agent
2681,10-05-2022,1,5000,500,Ground out of 4,,Mahavir Enclave Part 1,Delhi,Semi-Furnished,Bachelors/Family,1,Contact Owner
2682,18-06-2022,4,35000,300,2 out of 4,Carpet Area,"AGCR Enclave, Anand Vihar",Delhi,Semi-Furnished,Bachelors/Family,3,Contact Agent
2683,18-06-2022,3,30000,1800,2 out of 4,Carpet Area,"Saini Enclave, Anand Vihar",Delhi,Semi-Furnished,Bachelors/Family,3,Contact Agent
2684,16-06-2022,1,10000,500,3 out of 4,Carpet Area,Neb Sarai,Delhi,Unfurnished,Bachelors/Family,1,Contact Agent
2685,29-04-2022,1,11000,500,Ground out of 4,Super Area,Rohini Sector 17,Delhi,Unfurnished,Bachelors/Family,1,Contact Owner
2686,05-05-2022,2,17000,80,1 out of 4,Super Area,Mayur Vihar Phase 1 Extension,Delhi,Semi-Furnished,Bachelors/Family,2,Contact Owner
2687,23-05-2022,2,35000,1000,2 out of 4,Super Area,Kalkaji,Delhi,Semi-Furnished,Bachelors,2,Contact Agent
2688,20-06-2022,3,30000,1600,6 out of 10,Super Area,"Highland Tower, Dwarka Sector 12",Delhi,Unfurnished,Bachelors/Family,2,Contact Owner
2689,07-06-2022,4,30000,1800,6 out of 8,Super Area,Dwarka Sector 22,Delhi,Semi-Furnished,Bachelors/Family,4,Contact Owner
2690,27-05-2022,2,13000,400,Ground out of 4,Carpet Area,Rohini Sector 24,Delhi,Semi-Furnished,Bachelors/Family,2,Contact Agent
2691,29-04-2022,2,13000,900,Ground out of 3,Super Area,Chhattarpur,Delhi,Semi-Furnished,,2,Contact Owner
2692,07-07-2022,1,11000,480,4 out of 5,Carpet Area,East Of Kailash,Delhi,Unfurnished,Bachelors/Family,1,Contact Agent
2693,05-05-2022,1,13000,180,2 out of 2,Carpet Area,Lajpat Nagar 1,Delhi,Unfurnished,Bachelors,1,Contact Owner
2694,09-07-2022,2,33000,1000,1 out of 3,Carpet Area,"Munirka Vihar, Munirka",Delhi,Unfurnished,Bachelors,2,Contact Agent
2695,23-05-2022,3,25000,1120,2 out of 3,Super Area,gg1 vikas puri,Delhi,Unfurnished,Bachelors/Family,2,Contact Owner
2696,27-05-2022,3,70000,1800,2 out of 4,Carpet Area,Saket,Delhi,Semi-Furnished,Bachelors,3,Contact Agent
2697,02-07-2022,3,30000,1200,1 out of 3,Carpet Area,Vikaspuri,Delhi,Semi-Furnished,Bachelors/Family,2,Contact Owner
2698,21-05-2022,1,9000,550,1 out of 4,Super Area,"DDA Flats Sarita Vihar, Sarita Vihar, Mathura Road",Delhi,Semi-Furnished,Bachelors/Family,1,Contact Agent
2699,30-06-2022,2,14500,1400,3 out of 4,Super Area,Dilshad Garden,Delhi,Unfurnished,Bachelors,1,Contact Owner
2700,27-05-2022,3,50000,1600,2 out of 4,Carpet Area,Vasant Kunj Sector C,Delhi,Semi-Furnished,Bachelors,2,Contact Agent
2701,16-05-2022,1,20000,650,1 out of 4,Carpet Area,Mayur Vihar 1,Delhi,Semi-Furnished,Bachelors/Family,1,Contact Agent
2702,29-04-2022,4,15000,120,Ground out of 2,Super Area,Rohini Sector 38,Delhi,Furnished,Bachelors/Family,4,Contact Owner
2703,02-06-2022,2,7500,450,1 out of 3,Carpet Area,Mahavir Enclave Part 1,Delhi,Unfurnished,Bachelors/Family,1,Contact Owner
2704,07-07-2022,1,13500,520,Ground out of 4,Super Area,Uttam Nagar,Delhi,Furnished,Bachelors/Family,1,Contact Owner
2705,13-06-2022,1,14000,850,2 out of 4,Super Area,Paschim Vihar,Delhi,,Bachelors,1,Contact Owner
2706,24-06-2022,2,18000,850,1 out of 4,Carpet Area,Saket,Delhi,Semi-Furnished,Bachelors,2,Contact Agent
2707,09-05-2022,2,14000,585,2 out of 4,Carpet Area,Pandav Nagar,Delhi,Semi-Furnished,Bachelors/Family,1,Contact Owner
2708,11-05-2022,3,65000,1600,Ground out of 4,Carpet Area,East Of Kailash,Delhi,Furnished,Bachelors/Family,2,Contact Agent
2709,05-05-2022,2,22000,950,2 out of 5,Super Area,Mayur Vihar Phase 1 Extension,Delhi,Unfurnished,Bachelors/Family,2,Contact Owner
2710,29-04-2022,1,4000,120,1 out of 2,Super Area,Najafgarh,Delhi,Unfurnished,Bachelors/Family,1,Contact Owner
2711,14-05-2022,2,10000,500,3 out of 3,Super Area,Vinod Nagar East,Delhi,Semi-Furnished,Bachelors/Family,1,Contact Owner
2712,14-05-2022,1,7500,200,2 out of 4,Carpet Area,kst chattarpur Apartments,Delhi,Unfurnished,Bachelors,1,Contact Agent
2713,05-05-2022,1,17000,550,2 out of 4,Super Area,Ramesh Nagar,Delhi,Semi-Furnished,Bachelors/Family,1,Contact Owner
2714,06-07-2022,1,18000,650,2 out of 4,Carpet Area,Gautam Nagar,Delhi,Semi-Furnished,Bachelors/Family,1,Contact Agent
2715,07-07-2022,4,70000,2800,6 out of 10,Carpet Area,Delhi estate Apartment,Delhi,Unfurnished,Bachelors,4,Contact Agent
2716,30-06-2022,1,10000,50,3 out of 4,Super Area,Mahipalpur,Delhi,Furnished,Bachelors/Family,1,Contact Owner
2717,08-06-2022,2,15000,550,4 out of 4,Carpet Area,Dori Walan,Delhi,Unfurnished,Bachelors/Family,1,Contact Owner
2718,04-07-2022,2,16500,90,4 out of 5,Super Area,DS 19,Delhi,Semi-Furnished,Bachelors/Family,2,Contact Owner
2719,30-06-2022,3,100000,2925,1 out of 4,Super Area,Defence Colony,Delhi,Semi-Furnished,,3,Contact Agent
2720,28-05-2022,1,7500,,4 out of 4,Carpet Area,"New Mahavir Nagar, Tilak Nagar",Delhi,Furnished,Bachelors/Family,1,Contact Owner
2721,26-06-2022,2,6000,450,1 out of 3,Super Area,north chajjupur shahdara,Delhi,Unfurnished,Bachelors/Family,1,Contact Owner
2722,08-05-2022,2,18000,750,4 out of 4,Carpet Area,Mahavir Enclave Part 1,Delhi,Unfurnished,Bachelors,2,Contact Owner
2723,22-05-2022,2,18000,975,Ground out of 3,Super Area,Janakpuri,Delhi,Semi-Furnished,Bachelors/Family,1,Contact Owner
2724,29-04-2022,3,8000,106,Ground out of 4,Super Area,Burari,Delhi,Semi-Furnished,Bachelors/Family,1,Contact Owner
2725,05-05-2022,2,14000,750,4 out of 6,Super Area,Mehrauli,Delhi,Furnished,,2,Contact Owner
2726,10-05-2022,2,11000,80,2 out of 4,Super Area,"Khanpur, Madangir",Delhi,Semi-Furnished,Bachelors/Family,2,Contact Owner
2727,14-05-2022,3,25000,96,2 out of 5,Super Area,Rohini Sector 11,Delhi,Unfurnished,Bachelors/Family,2,Contact Owner
2728,29-04-2022,1,9000,500,1 out of 3,Super Area,Chhattarpur,Delhi,Unfurnished,Bachelors/Family,1,Contact Owner
2729,14-05-2022,3,47000,1550,Ground out of 3,Carpet Area,Vasant Kunj,Delhi,Semi-Furnished,Bachelors/Family,2,Contact Agent
2730,07-06-2022,2,20000,1000,3 out of 3,Super Area,"Gaurav Apartment, Indraprastha Extension, Patparganj",Delhi,Semi-Furnished,Bachelors/Family,2,Contact Owner
2731,29-04-2022,1,6000,400,2 out of 4,Super Area,Mehrauli,Delhi,Unfurnished,Bachelors/Family,1,Contact Owner
2732,29-04-2022,1,5000,450,1 out of 4,Super Area,Bhajanpura,Delhi,Unfurnished,Bachelors/Family,1,Contact Owner
2733,29-04-2022,2,20000,1000,3 out of 4,Super Area,"DDA Devdoot Apartment, Vikaspuri",Delhi,Semi-Furnished,Family,1,Contact Owner
2734,29-04-2022,1,10000,,2 out of 4,Super Area,"Khirki extension, Malviya Nagar",Delhi,Unfurnished,Bachelors/Family,1,Contact Owner
2735,04-07-2022,3,15000,100,3 out of 4,Super Area,Chhattarpur,Delhi,Semi-Furnished,Bachelors/Family,2,Contact Owner
2736,14-05-2022,2,13500,550,2 out of 4,Carpet Area,"Laxmi Nagar District Centre, Laxmi Nagar",Delhi,,Bachelors/Family,2,Contact Agent
2737,10-05-2022,1,5500,400,2 out of 3,Super Area,Bindapur,Delhi,Semi-Furnished,Bachelors/Family,1,Contact Owner
2738,10-05-2022,1,14000,60,1 out of 5,Super Area,"Guru Angad Nagar West, Laxmi Nagar",Delhi,Furnished,Bachelors/Family,1,Contact Owner
2739,29-04-2022,4,18000,900,3 out of 5,Super Area,Subhash Nagar,Delhi,Unfurnished,Bachelors/Family,2,Contact Owner
2740,27-04-2022,1,20000,700,1 out of 5,Super Area,Rohini Sector 5,Delhi,Semi-Furnished,Bachelors/Family,1,Contact Owner
2741,28-06-2022,2,9300,500,2 out of 4,Super Area,Laxmi Nagar,Delhi,Unfurnished,Bachelors/Family,1,Contact Owner
2742,14-06-2022,3,80000,2000,2 out of 4,Carpet Area,Safdarjung Enclave,Delhi,Furnished,Bachelors,3,Contact Agent
2743,04-07-2022,2,7500,400,2 out of 3,Carpet Area,Aya Nagar,Delhi,Semi-Furnished,Bachelors,1,Contact Owner
2744,27-06-2022,3,30000,1500,1 out of 4,Carpet Area,Sarita Vihar Pocket C,Delhi,Unfurnished,Bachelors,2,Contact Agent
2745,29-04-2022,2,13000,70,2 out of 4,Super Area,"IGNOU Road, Saket",Delhi,Unfurnished,Bachelors/Family,1,Contact Owner
2746,01-07-2022,2,8500,,2 out of 4,Super Area,"Indraprastha Extension, Patparganj",Delhi,Unfurnished,Bachelors/Family,2,Contact Owner
2747,24-05-2022,3,44300,200,1 out of 4,Carpet Area,Paschim Vihar,Delhi,Semi-Furnished,Bachelors,3,Contact Agent
2748,04-07-2022,2,45000,1650,2 out of 4,Carpet Area,Safdarjung Enclave,Delhi,Furnished,Bachelors,2,Contact Agent
2749,22-06-2022,2,30000,1150,3 out of 3,Carpet Area,Sarita Vihar Pocket K,Delhi,Unfurnished,Bachelors,2,Contact Agent
2750,30-05-2022,2,40000,1800,Ground out of 3,Carpet Area,Saket,Delhi,Furnished,Bachelors,2,Contact Agent
2751,11-06-2022,4,530000,4000,3 out of 4,Carpet Area,Anand Niketan,Delhi,Semi-Furnished,Bachelors/Family,5,Contact Agent
2752,14-05-2022,2,12000,900,1 out of 2,Super Area,Ashok Vihar Phase 2,Delhi,Unfurnished,Bachelors/Family,1,Contact Owner
2753,15-06-2022,2,13500,700,1 out of 2,Super Area,Shakarpur,Delhi,Unfurnished,unknown,1,Contact Owner
2754,28-04-2022,2,30000,900,2 out of 4,Super Area,Sheikh Sarai Phase 1,Delhi,Unfurnished,Bachelors/Family,2,Contact Owner
2755,03-05-2022,1,9500,400,2 out of 2,Super Area,New Delhi,Delhi,Semi-Furnished,Bachelors/Family,1,Contact Owner
2756,16-05-2022,4,200000,2700,Ground out of 3,Carpet Area,Greater Kailash 1,Delhi,Unfurnished,Bachelors,4,Contact Agent
2757,10-05-2022,3,30000,2000,Ground out of 2,Super Area,Rohini Sector 15,Delhi,Unfurnished,Bachelors/Family,3,Contact Owner
2758,14-05-2022,2,9000,450,1 out of 3,Super Area,"Shakarpur Khas, Shakarpur",Delhi,Unfurnished,Bachelors/Family,1,Contact Owner
2759,04-06-2022,2,13000,400,2 out of 4,Carpet Area,kst chattarpur Apartments,Delhi,Unfurnished,Bachelors,1,Contact Agent
2760,14-05-2022,2,7000,500,1 out of 5,Super Area,Vinod Nagar West,Delhi,Semi-Furnished,Bachelors/Family,1,Contact Owner
2761,09-07-2022,1,18000,450,1 out of 4,Carpet Area,Munirka,Delhi,Furnished,Bachelors/Family,1,Contact Agent
2762,14-05-2022,1,3500,350,1 out of 3,Super Area,Najafgarh,Delhi,Unfurnished,Bachelors/Family,1,Contact Owner
2763,03-07-2022,4,65000,272,1 out of 4,Carpet Area,Model Town,Delhi,Unfurnished,Bachelors/Family,4,Contact Agent
2764,13-06-2022,1,19000,545,2 out of 3,Super Area,Dwarka,Delhi,Furnished,Bachelors/Family,1,Contact Owner
2765,10-05-2022,2,23000,84,Ground out of 4,Super Area,Paschim Vihar,Delhi,Semi-Furnished,Bachelors/Family,2,Contact Owner
2766,16-06-2022,1,12000,600,2 out of 4,Super Area,Kalkaji,Delhi,Furnished,Bachelors/Family,1,Contact Owner
2767,30-06-2022,2,15000,75,3 out of 4,Super Area,Chhattarpur,Delhi,Unfurnished,Bachelors/Family,2,Contact Owner
2768,08-06-2022,3,38000,165,2 out of 4,Carpet Area,"Dayanand Vihar, Anand Vihar",Delhi,Semi-Furnished,Bachelors,2,Contact Owner
2769,04-07-2022,3,50000,1100,1 out of 4,Carpet Area,Shalimar bagh,Delhi,Unfurnished,Bachelors,3,Contact Agent
2770,02-06-2022,1,6500,500,3 out of 3,Super Area,Falt,Delhi,Unfurnished,Bachelors/Family,1,Contact Owner
2771,04-07-2022,3,35000,150,1 out of 3,Carpet Area,Janakpuri,Delhi,Semi-Furnished,Bachelors,3,Contact Agent
2772,05-05-2022,2,15000,70,2 out of 5,Super Area,Vasant Kunj,Delhi,Semi-Furnished,Bachelors/Family,2,Contact Owner
2773,05-05-2022,3,30000,250,1 out of 2,Super Area,Mausam Vihar,Delhi,Semi-Furnished,Bachelors/Family,2,Contact Owner
2774,05-05-2022,2,10000,70,1 out of 5,Super Area,"Khanpur, Madangir",Delhi,Unfurnished,Bachelors/Family,2,Contact Owner
2775,06-07-2022,1,18000,300,3 out of 4,Carpet Area,"Arjun Nagar, Safdarjung Enclave",Delhi,Semi-Furnished,Bachelors,1,Contact Agent
2776,20-06-2022,3,30000,1800,1 out of 4,Carpet Area,Malviya Nagar,Delhi,Semi-Furnished,Bachelors,3,Contact Agent
2777,27-05-2022,1,16000,400,3 out of 4,Carpet Area,Lajpat Nagar 4,Delhi,Semi-Furnished,Bachelors/Family,1,Contact Agent
2778,21-05-2022,3,22000,1250,2 out of 3,Super Area,Cghs apts.,Delhi,Semi-Furnished,Bachelors/Family,2,Contact Owner
2779,08-06-2022,2,9000,480,1 out of 4,Super Area,Rohini Sector 21,Delhi,Semi-Furnished,Bachelors/Family,1,Contact Owner
2780,17-06-2022,2,20200,84,2 out of 4,Carpet Area,Paschim Vihar,Delhi,Semi-Furnished,Bachelors,2,Contact Agent
2781,15-06-2022,2,19500,84,2 out of 4,Carpet Area,Paschim Vihar Block A6,Delhi,Semi-Furnished,Bachelors,2,Contact Agent
2782,09-07-2022,2,21000,600,3 out of 4,Carpet Area,"Arjun Nagar, Safdarjung Enclave",Delhi,Semi-Furnished,Bachelors,2,Contact Agent
2783,06-07-2022,2,20000,600,Ground out of 4,Carpet Area,"Arjun Nagar, Safdarjung Enclave",Delhi,Semi-Furnished,Bachelors,2,Contact Agent
2784,14-05-2022,2,13000,720,2 out of 4,Super Area,Govindpuri Main,Delhi,Semi-Furnished,Bachelors/Family,2,Contact Owner
2785,27-05-2022,2,6500,75,1 out of 1,Carpet Area,Najafgarh,Delhi,Unfurnished,Bachelors/Family,1,Contact Owner
2786,29-04-2022,3,25000,1000,1 out of 4,Super Area,"Everest Apartment, Kalkaji",Delhi,Unfurnished,Bachelors/Family,2,Contact Owner
2787,19-05-2022,2,20000,900,2 out of 4,Carpet Area,Malviya Nagar,Delhi,Semi-Furnished,Bachelors,2,Contact Agent
2788,28-06-2022,2,33000,2200,1 out of 1,Carpet Area,Janakpuri,Delhi,Semi-Furnished,Family,2,Contact Owner
